id,title,author,category,vendor_id,filename,summary,pixi,pre,pre2,pre3,veer,touchpad,touchpad_exclusive,luneos,adult,app_icon,app_icon_big
1000328,"3G Fetion Shell",CoolCode.org,"Social Networking",146682,org.coolcode.3gfetionshell_1.0.3_all.ipk,"这是为访问中国移动官方的3G飞信而专门定制的一个单网站浏览器客户端，除了打开它就可以访问3G飞信以外，它跟用系统浏览器直接访问官方3G飞信网站相比，该应用版本多了以下功能：

1、完美的后退和前进。这个跟直接访问网站不同，直接访问网站时，在发送消息之后，你无法直接用手势后退（你可能需要多次使用手势才可能后退到列表）。而该版本可以让你正常的后退和前进，并且可以避免使用后退手势退出登录。（要退出登录点",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1000328/icon/S/icon_1_0_3.png,1000328/icon/icon_1_0_3.png
1000914,"3rd Grade Math for Tablet","WAG Mobile Inc.",Books,93061,com.quizmine.thirdgrademath_1.0.0_all.ipk,"★ ★ ★ ★ ★  WAGmob: Over 350,000 paying customers from 175+ countries. 100% satisfaction is guaranteed. ★ ★ ★ ★ ★

WAGmob brings you a Simple 'n Easy on-the-go learning app for Third Grade Math. The ap",No,No,No,No,No,Yes,Yes,No,No,1000914/icon/S/icon_1_0_0.png,1000914/icon/icon_1_0_0.png
5650,"40 Year Old Virgin Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.40yearoldvsoundboard_1.1.3_all.ipk,"You know how I know you're gay? .... Enjoy this and 24 other classic phrases from the 40 Year Old Virgin.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5650/icon/S/icon_1_1_3.png,5650/icon/icon_1_1_3.png
8909,"401(k) Calculator","Umlauts R Us",Finance,131737,com.umlauts-r-us.401k-calculator_1.0.0_all.ipk,"Want to know if your 401k will be enough for retirement?  Or maybe you want to retire early?  This retirement calculator will let you know.  Enter your basic information and let it show you how much y",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8909/icon/S/icon_1_0_0.png,8909/icon/icon_1_0_0.png
9868,"4tPcalculator Pro",knoopnet.de,Productivity,106741,de.knoopnet.4tprocalc_1.2.8_all.ipk,"This app is the 'Pro' version of the free '4tPadCalculator' which is already in the app catalog. '4tPcalculator Pro' provides a scientific calculator with many useful functions (ln/log/power/numeric/t",No,No,No,No,No,Yes,Yes,No,No,9868/icon/S/icon_1_2_8.png,9868/icon/icon_1_2_8.png
6804,"5 Card Draw, Jacks or Better","Pj Nation LLC",Games,14514,com.pjnation.5carddraw_1.0.0_all.ipk,"Get a taste of Las Vegas without traveling to Vegas. Practice your card playing skills at 5 Card Draw Poker. Winning hands must be Jacks or better. This is a simulated poker game. Winnings are not real.

Don't forget to join our mailing list!

This game is ad free.",No,Yes,Yes,Yes,No,Yes,No,No,No,6804/icon/S/icon_1_0_0.png,6804/icon/icon_1_0_0.png
1078,"5001 Amazing Facts",XIMAD,Reference,56781,com.ximad.wff_1.1.3_all.ipk,"CAUTION – EXTREMELY INTERESTING AND ADDICTIVE!

Did you know that 0.7% of the world population is drunk at this present moment or that numbers 1 to 36 on casino roulette add up to the mystical 666 OR",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1078/icon/S/icon_1_1_3.png,1078/icon/icon_1_1_3.png
1000643,"6-IN-1 Solitaire","Uncommon Application",Games,15739,com.warlord.6in1_1.1.3_all.ipk,"Solitaire is a card game which one can play by oneself. 
Due to a different starting position, may (or may not) be solved in a different fashion each time.

There are a number of different types of So",No,No,No,No,No,Yes,Yes,No,No,1000643/icon/S/icon_1_1_3.png,1000643/icon/icon_1_1_3.png
6527,"600+ Common Conversions","Infinite Appz",Productivity,119484,com.infiniteappz.commonconverters_1.2.0_all.ipk,"**** For a limited period of Time $1.00 *****
    * Use this app for converting one unit to another unit.
    * This application is suitable for all Palm users.
    * This application is providing the",Yes,Yes,No,No,Yes,Yes,No,No,No,6527/icon/S/icon_1_2_0.png,6527/icon/icon_1_2_0.png
6534,"600+ Electricity Conversions","Infinite Appz",Productivity,119484,com.infiniteappz.electricityconverters_1.2.0_all.ipk,"* Use this app for converting one unit to another unit. 
* This application is suitable for those who dealing with electronic. 
* This application is providing the user friendly interface, So that you",Yes,Yes,No,No,Yes,Yes,No,No,No,6534/icon/S/icon_1_2_0.png,6534/icon/icon_1_2_0.png
1000191,"70000 Baby Names","CleverMatrix Ltd",Lifestyle,145362,com.clevermatrix.70000babynames_1.0.0_all.ipk,"The '70,000 Baby Names' application is a simple to use baby names search application. It has 4 search options:

 - search randomly for names – the search can be limited to a specific gender, a specifi",No,No,No,No,No,Yes,Yes,No,No,1000191/icon/S/icon_1_0_0.png,1000191/icon/icon_1_0_0.png
942,707,Dijit,Music,55956,com.dijit.707_2.0.2_all.ipk,"707 is an album-oriented rock band of the early 1980s from Detroit, Michigan. The original band members are Phil Bryant (bass/vocals), Jim McClarty (drums), Duke McFadden (keyboard/vocals), Kevin Russ",Yes,Yes,Yes,Yes,Yes,No,No,No,No,942/icon/S/small_icon.png,942/icon/small_icon.png
1000469,"8 Ball in Space",Warlord,Entertainment,15739,com.cmcs.ball_4.3.6_all.ipk,"An 8 Ball.
An 8 Ball in Space.
An 8 Ball in Space that will answer your questions.
An 8 Ball in Space that will answer your questions and could be funny at times.

Did i hear a radio ?? hmm. A FM stre",No,No,No,No,No,Yes,Yes,No,No,1000469/icon/S/icon_4_3_6.png,1000469/icon/icon_4_3_6.png
10458,"8-bit Miner","Cringeworthy Design",Reference,97721,com.cringeworthydesign.eightbitminer_0.9.2_all.ipk,"Available in: English

8-bit Miner is a reference app for the multi-platform game of Minecraft. Great app for the experienced player to the first time player. Minecraft is a PC game for Windows, Mac O",No,No,No,No,No,Yes,Yes,No,No,10458/icon/S/icon_0_9_2.png,10458/icon/icon_0_9_2.png
1055,"9 Tails Coin Toss","PencilPoint Software",Entertainment,27422,com.pencilpointsoftware.ninetails_1.5.1_all.ipk,"A traditional coin toss results in one of two options, Heads or Tails - 2 participants per toss. 

9 Tails Coin Toss allows up to 9 individuals to participate in a single coin toss. The available coin",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1055/icon/S/9TailsIcon48x48.png,1055/icon/9TailsIcon48x48.png
9559,"90% of the Game Is Half Mental",Scrollmotion,Books,n133,com.scrollmotion.a90ofthegameishalfmentalandothe-9780345504876-rh_0.9.903_all.ipk,"""Yogi Berra once said: If you come to a fork in the road, take it. But for lifelong baseball aficionado Emma Span, it hasn't always been that simple. Now, in this winning collection of essays, Span chronicles her love of the sport, from childhood hobby to full-blown obsession, from big break (becoming The Village Voices first staff sports reporter in years) to heartbreak (getting a pink slip within a year). She recounts elbowing her way to get a quote from Yankees captain Derek Jeter and waiting for Mets pitcher Pedro Martinez to put some pants on for an interview. She",No,No,No,No,No,Yes,Yes,No,No,9559/icon/S/icon_0_9_903.png,9559/icon/icon_0_9_903.png
9561,"90% of the Game is Half Mental: And Othe",Scrollmotion,Books,n133,com.scrollmotion.a145thstreetshortstories-9780385729840-rh_0.9.903_all.ipk,"Yogi Berra once said: ""If you come to a fork in the road, take it."" But for lifelong baseball aficionado Emma Span, it hasn't always been that simple. Now, in this winning collection of essays, Span chronicles her love of the sport, from childhood hobby to full-blown obsession, from big break (becoming The Village Voice's first staff sports reporter in years) to heartbreak (getting a pink slip within a year). She recounts elbowing her way to get a quote from Yankees captain Derek Jeter and waiting for Mets pitcher Pedro Martinez to put some pants on for an interview. She",No,No,No,No,No,Yes,Yes,No,No,9561/icon/S/icon_0_9_903.png,9561/icon/icon_0_9_903.png
8480,"900 Diabetic Recipes","Mobifusion Inc.","Health & Fitness",103926,com.mobifusion.mobirdr.900diabeticrecipes_1.0.0_all.ipk,"The “diabetic diet” does not have to be a life sentence of restrictive eating that destroys one of life’s greatest pleasures-eating well. You and your family can enjoy well-balanced meals, together, t",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8480/icon/S/icon_1_0_0.png,8480/icon/icon_1_0_0.png
6536,"900+ Engg conversions","Infinite Appz",Productivity,119484,com.infiniteappz.commonenggconverter_1.2.0_all.ipk,"***** For a limited time only ******
   * Use this app for converting one unit to another unit.
     * This application is suitable for all Engineering graduates.
     * This application is providing",Yes,Yes,No,No,Yes,Yes,No,No,No,6536/icon/S/icon_1_2_0.png,6536/icon/icon_1_2_0.png
3490,"A Beginners Guide to Yoga",AppBookShop,Books,103555,com.appbookshop.beginnersguidetoyoga_1.0.0_all.ipk,"With health concerns at the top of everybody's list, it's hard to know which type of exercising is right for you. A lot of workout regimes are hard on the body and even harder to stick with. Yoga on t",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3490/icon/S/icon48.png,3490/icon/icon48.png
9562,"A Bold Fresh Piece of Humanity",Scrollmotion,Books,n133,com.scrollmotion.aboldfreshpieceofhumanity-9780767930963-rh_0.9.903_all.ipk,"In his most intimate book yet, O’Reilly goes back in time to examine the people, places, and experiences that launched him on his journey from working-class kid to immensely influential television personality and bestselling author. Readers will learn how his traditional outlook was formed in the crucible of his family, his neighborhood, his church, and his schools, and how his views on America’s proper role in the world emerged from covering four wars on five continents over three-plus decades as a news correspondent. What will delight his numerous fans and surprise many others is the humor and self-deprecation with which",No,No,No,No,No,Yes,Yes,No,No,9562/icon/S/icon_0_9_903.png,9562/icon/icon_0_9_903.png
7143,"A Boy's Will - Audiobook","Appible LLC",Books,n41,com.appible.aboyswillaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Robert Frost preferred to describe the New England countryside using everyday language. He used both as tools to explore world views and life philosophies. A Boy's Will was his first poetry anthology. (Summary by Bill Boerst)

This audiobook uses recordings from Librivox.org, a community of generous volunteers who record public domain works and then publish their recordings in",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7143/icon/S/icon1_0_0.png,7143/icon/icon1_0_0.png
7232,"A Boy's Will - Plus","Appible LLC",Books,n41,com.appible.aboyswillaudiotext_1.0.0_all.ipk,"This Plus version of A Boy's Will includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Robert Frost preferred to describe the New England countryside using everyday language. He used both as tools to explore world views and life philosophies. A Boy's Will was his first poetry anthology. (Summary by Bill Boerst)

This",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7232/icon/S/icon1_0_0.png,7232/icon/icon1_0_0.png
4043,"A Brief History of South Africa",AppBookShop,Books,103555,com.appbookshop.abriefhistoryofsouthafrica_1.0.0_all.ipk,"In this ebook you will find a brief history of South Africa. Starting with the arrival of the first Europeans, this book will give an overview of apartheid and detail the political and social developm",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4043/icon/S/icon48.png,4043/icon/icon48.png
1162,"A Christmas Carol","Europa Pictures",Books,14670,com.amazing.christmascarol_1.1.2_all.ipk,"When you hear the name Scrooge, you know who he is, that flinty cheap man who would not open his heart, even to Christmas.

But have you ever heard the full tale?  The magical story of Scrooge and the",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1162/icon/S/ChristmasCarol48.png,1162/icon/ChristmasCarol48.png
6239,"A Christmas Carol - Audiobook","Appible LLC",Books,n41,com.appible.achristmascarolaudio_1.0.1_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

A classic tale of what comes to those whose hearts are hard. In a series of ghostly visits, Scrooge visits his happy past, sees the difficulties of the present, views a bleak future, and in the end amends his mean ways.
(Summary written by Kristen McQuillin)

This audiobook uses recordings from Librivox.org, a community of generous volunteers who record",Yes,Yes,Yes,Yes,Yes,No,No,No,No,6239/icon/S/icon1_0_1.png,6239/icon/icon1_0_1.png
6241,"A Christmas Carol - Plus","Appible LLC",Books,n41,com.appible.achristmascarolaudiotext_1.0.1_all.ipk,"This Plus version of A Christmas Carol includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

A classic tale of what comes to those whose hearts are hard. In a series of ghostly visits, Scrooge visits his happy past, sees the difficulties of the present, views a bleak future, and in the",Yes,Yes,Yes,Yes,Yes,No,No,No,No,6241/icon/S/icon1_0_1.png,6241/icon/icon1_0_1.png
1964,"A Christmas Carol by Charles Dickens","Appible LLC",Books,n41,com.appible.achristmascarol_1.5.8_all.ipk,"A Christmas Carol is probably best known now as a story exploited by Hollywood repeatedly in straight adaptations (Disney’s included) and altered versions such as the Bill Murray comedy Scrooged. Regardless of how it is now known it is certainly well known, and its anti-hero Scrooge represents curmudgeonly and stingy attitudes outside the context of the book. It was published a Christmas book in 1843 and is quite a simple tale but successful for that reason. Scrooge is avaricious, misanthropic and heartless, showing no feeling for the Christmas spirit After he is visited by the ghost of his former business",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1964/icon/S/icon_1_5_8.png,1964/icon/icon_1_5_8.png
5651,"A Christmas Story Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.achristmasstorysoundboard_1.1.3_all.ipk,"You'll shoot your eye out! Enjoy this and over 20 other classic quotes from A Christmas Story.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5651/icon/S/icon_1_1_3.png,5651/icon/icon_1_1_3.png
5648,"A Clockwork Orange Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.clockworkorangesoundboard_1.1.3_all.ipk,"Enjoy 15 classic quotes from A Clockwork Orange.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5648/icon/S/icon_1_1_3.png,5648/icon/icon_1_1_3.png
3998,"A Complete Handbook of Nature's Cures",AppBookShop,Books,103555,com.appbookshop.acompletebookofnaturecures_1.0.0_all.ipk,"Natural cures are constructive methods of treatment which aim at removing the basic cause of disease through the rational use of the elements freely available in nature. It is not only a system of hea",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3998/icon/S/icon48.png,3998/icon/icon48.png
4012,"A Craft Fair Goldmine",AppBookShop,Books,103555,com.appbookshop.acraftfairgoldmine_1.0.0_all.ipk,"So you think you’ve got a great idea for something that would sell like wildfire. Maybe you do. However, just because you think it will sell doesn’t necessarily mean it will. There are a number of fac",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4012/icon/S/icon48.png,4012/icon/icon48.png
7893,"A Crown for Joanna - Audiobook","Appible LLC",Books,n41,com.appible.acrownforjoannaaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

She was born a princess, heir to her father’s kingdom of Portugal, and she might at will have reigned from almost any throne in Europe. But instead of this, she made what to her world seemed a thoroughly mad choice – for she chose to have a throne in heaven. Today those scepters are dust which she",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7893/icon/S/icon1_0_0.png,7893/icon/icon1_0_0.png
5527,"A Dieting Handbook",AppBookShop.com,Books,103555,com.appbookshop.epub.adietinghandbook_1.0.0_all.ipk,"When it comes to dieting, far too often we take those first steps towards weight loss bliss for what we later determine are all the wrong reasons. Ultimately however, if your reason works for you ther",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5527/icon/S/icon_1_0_0.png,5527/icon/icon_1_0_0.png
7894,"A Dog's Tale - Audiobook","Appible LLC",Books,n41,com.appible.adogstaleaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

This short novel of Twain’s, from 1903, is told from the point of view of a loyal and beloved family pet. Themes of heroics, valor and heart-wrenching tenderness fill this work. The story is also filled with happy events as well as sad ones and is ultimately about what dogs are to us … best friends. A",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7894/icon/S/icon1_0_0.png,7894/icon/icon1_0_0.png
